gid	osm_id	code	fclass	name	coordinates
222769	2785683962	4111	peak	Tombolo Di Montaletto	POINT(11.5019 46.1554)
222770	2785925250	4111	peak	Cima Corma	POINT(11.5953556 46.1858278)
222771	2785925253	4111	peak	Cimon Di Busa Della Neve	POINT(11.5216308 46.2035055)
222772	2785925256	4111	peak	Col Degli Uccelli	POINT(11.5559161 46.1897793)
222773	2785925259	4111	peak	Col del vento	POINT(11.6126169 46.1851244)
222774	2785925271	4111	peak	Mugon	POINT(11.4888 46.1921)
222775	2785925277	4111	peak	Punta Socede	POINT(11.5870007 46.1667926)
222776	2786019456	4111	peak	Cima Di Valsolero	POINT(11.4492027 46.1676585)
222778	2788688263	4111	peak	Piffinger Köpfl	POINT(11.2558282 46.6788344)
222806	2794816538	4111	peak	Scheibenspitz - Cima del Bersaglio	POINT(11.2532433 46.6964615)
222807	2794816616	4111	peak	Hinterer Verdinser Plattenspitz - Verdines Posteriore	POINT(11.2750615 46.7040192)
222808	2794816715	4111	peak	Graswandspitz - La Croda Grande	POINT(11.2551601 46.6947852)
222809	2794816762	4111	peak	Plattinger - Punta delle Laste	POINT(11.2783058 46.6984952)
222810	2794855329	4111	peak	Kleiner Mittager	POINT(11.2945295 46.6848904)
222817	2795891273	4111	peak	Roßkopf	POINT(12.0194431 47.058462)
222818	2795891372	4111	peak	Hollenzkofel - Cima di Landro	POINT(12.0032448 47.0485962)
222819	2795891373	4111	peak	Napfe	POINT(12.0311746 47.0508214)
222820	2795891570	4111	peak	Hollenzkopf	POINT(11.9856381 47.0470749)
222826	2795891777	4111	peak	Speikkofel/Mitterjoch - Giogo di Mezzo	POINT(12.0214457 47.0473429)
222827	2795891781	4111	peak	Hochsteller	POINT(11.7113815 46.9968713)
222828	2795891784	4111	peak	Kälberlahnerspitze	POINT(11.7051803 47.0029266)
222829	2795891787	4111	peak	Furtschaglkopf	POINT(11.7474506 47.0060856)
222831	2795910272	4111	peak	Kleiner Hochsteller	POINT(11.7011779 47.0109123)
222832	2795910274	4111	peak	Lapenköpfe	POINT(11.6879607 47.0140076)
222834	2795910471	4111	peak	Haupenhöhe	POINT(11.7113913 46.9932502)
222993	2803781733	4111	peak	\N	POINT(11.0997822 46.7109238)
222994	2803781746	4111	peak	Fischbühel	POINT(11.1039188 46.7288926)
223010	2807336163	4111	peak	Costaces	POINT(11.8067763 46.6806662)
223014	2808382803	4111	peak	Wildseespitze - Punta Lago Romito	POINT(11.5651157 46.9928519)
223016	2808383104	4111	peak	Saxalmwand	POINT(11.5660158 47.0133347)
223017	2808383301	4111	peak	Kellerkopf	POINT(11.6560452 47.0073867)
223019	2809180832	4111	peak	Essenbergspitz - Monte Essa	POINT(11.3113677 46.694004)
223020	2809181982	4111	peak	Ochsenrast - Monte Piano	POINT(11.3154232 46.7031724)
223022	2812884901	4111	peak	Kerschbaumerberg	POINT(11.4989991 47.012826)
223023	2812884902	4111	peak	Kuhberg	POINT(11.5260967 47.0070776)
223026	2812894901	4111	peak	Allerleigrubenspitze	POINT(11.4237119 46.9938906)
223027	2812895109	4111	peak	Schafkampspitze - Cima delle Pecore	POINT(11.2880042 46.9859251)
223028	2812895201	4111	peak	Eisenspitze	POINT(11.3559462 46.9972513)
223029	2812895205	4111	peak	Niedererberg	POINT(11.4498904 47.0041095)
223030	2812895701	4111	peak	Kleiner Tribulaun	POINT(11.3845104 46.9946565)
223031	2812895702	4111	peak	Obernberger Tribulaun	POINT(11.3756185 46.9891101)
223032	2812895703	4111	peak	Pflerscher Pinggl - Picco di Fleres	POINT(11.3170692 46.9912647)
223033	2812904202	4111	peak	Hoher Zahn - Dente Alto	POINT(11.3079076 46.9840855)
223034	2819163680	4111	peak	Monte Zoc	POINT(11.8837067 45.9149524)
223035	2821097524	4111	peak	Costa D'Agra	POINT(11.2420519 45.8779928)
223036	2821126173	4111	peak	Karkofel - Monte delle Vacche	POINT(11.3024841 46.6554908)
223305	2850416768	4111	peak	Dorfer Nock - Monte Salve	POINT(11.3574865 46.6167334)
223373	2868919475	4111	peak	Zwölfernock	POINT(11.4279661 46.6568575)
223374	2868919593	4111	peak	Gamser - Cima dei Camosci	POINT(11.4102665 46.633768)
223392	2875982368	4111	peak	Monte Rust	POINT(11.2446995 45.9383814)
223650	2907676538	4111	peak	Pfaltruggen - Monte del Lago	POINT(11.4278938 46.6706867)
223656	2918034667	4111	peak	Wildgall	POINT(12.135375 46.9030152)
223832	2931947914	4111	peak	Hammerwand - Croda del Maglio	POINT(11.5416918 46.4927108)
223834	2932414281	4111	peak	Schwarzberg - Monte Nero di Braies	POINT(12.0649821 46.6990353)
223904	2945836713	4111	peak	Col Del Mul	POINT(11.9353201 46.1667833)
223910	2951313980	4111	peak	Coltorondo	POINT(11.638678 46.2557232)
223919	2952458228	4111	peak	Schwarze Wand - Croda Nera	POINT(12.0658531 46.8856444)
223920	2953131787	4111	peak	Dos dei Pini	POINT(11.2761491 46.1171378)
223947	2957519302	4111	peak	Monte Legnarola	POINT(11.7895074 45.843012)
224021	2959101554	4111	peak	Oberbachernspitzen Westen - Croda Fiscalina Ovest	POINT(12.3373492 46.635748)
224034	2960853680	4111	peak	Oberbachernspitzen M. - Croda Fiscalina di M.	POINT(12.3420646 46.637225)
224072	2961438486	4111	peak	Hühnerspiel - Cima Specola	POINT(11.4345351 46.8339656)
224118	2964659667	4111	peak	Innergsell - Monte Casella di Dentro	POINT(12.3390362 46.6843851)
224119	2964659689	4111	peak	Col Forcellina	POINT(12.2906586 46.6257714)
224122	2967900163	4111	peak	Schönjöchl - Monte Giogobello	POINT(11.3787476 46.8393682)
224123	2967900530	4111	peak	Mittagspitz - Punta di Mezzodì	POINT(11.3591087 46.8403528)
224124	2969219137	4111	peak	Hochplattspitz - Lasta Alta	POINT(11.3498231 46.8282618)
224125	2969894006	4111	peak	Col dei Baghi	POINT(11.7642791 45.9531846)
224126	2969895537	4111	peak	Monte Fredina	POINT(11.7827964 45.9353991)
224127	2970180075	4111	peak	Söllenspitz - Monte Catino	POINT(11.5974023 46.4779645)
224128	2970297179	4111	peak	Buselineck - Monte Nigra	POINT(11.5633469 46.4621904)
224129	2970454913	4111	peak	Salcherspitz - Cima Salceto	POINT(11.4027766 46.8404679)
224134	2971356642	4111	peak	Lärchegg - Monte Làrice	POINT(11.4326743 46.4763261)
224135	2971374744	4111	peak	Titschen - Monte Pozza	POINT(11.3792887 46.4636692)
224136	2971506466	4111	peak	Castelfeder	POINT(11.2891335 46.3373704)
224137	2972804198	4111	peak	Cer	POINT(11.7632619 45.9739401)
224139	2973007941	4111	peak	Col di Novanta	POINT(11.6300579 45.8373504)
224155	2979769317	4111	peak	Ochsner	POINT(11.407351 46.7983859)
224156	2979769481	4111	peak	Steinwand	POINT(11.4094324 46.8007207)
224157	2979769575	4111	peak	Gartlspitz - Cima Corte	POINT(11.3997979 46.8072259)
224197	2983264427	4111	peak	Bock	POINT(11.3887746 46.808012)
224198	2984666699	4111	peak	Alpenspitz - Cima dell'Alpe	POINT(11.3494821 46.7971901)
224199	2984667393	4111	peak	Hochwart - Guardia Alta	POINT(11.3183398 46.7916321)
224200	2984667454	4111	peak	Geißscheibenspitz - Monte Casa	POINT(11.3627364 46.8122492)
224206	2992126142	4111	peak	Peillöcherspitze	POINT(11.1460058 46.9303628)
224207	2993891414	4111	peak	Grumer Eck - Monte Tondo	POINT(11.3773861 46.5128392)
224208	2994329452	4111	peak	Jöchlsberg - Monte del Giogo	POINT(11.3926257 46.6183958)
224211	2998268399	4111	peak	Wolfsbühel - Monte Lupo	POINT(11.213371 46.6077776)
224212	2998361659	4111	peak	Möltner Joch - Monte (Giogo) di Meltina	POINT(11.2877682 46.6073427)
224215	3003011551	4111	peak	Hühnerspiel - Monte Rosso	POINT(11.3808022 46.7867515)
224216	3003011584	4111	peak	Mudatsch - Mudaccio	POINT(11.3927348 46.7942558)
224221	3003088000	4111	peak	Großhorn - Corno Grande	POINT(10.5765011 46.7643991)
224233	3006451742	4111	peak	Hörndlen	POINT(11.1186197 46.9530536)
224297	3016500825	4111	peak	Pfaffenkogel	POINT(11.1452373 46.967393)
224307	3019964827	4111	peak	Aperer Feuerstein	POINT(11.2379712 46.9816999)
224308	3019964830	4111	peak	Hohe Wand	POINT(11.2206098 46.969102)
224309	3019966330	4111	peak	Westlicher Feuerstein - Montarso Occidentale	POINT(11.2415027 46.9696748)
224367	3026082332	4111	peak	Talggenköpfe	POINT(11.7625002 47.013397)
224382	3028552494	4111	peak	Hochstall	POINT(11.7121959 47.0065832)
224461	3046462895	4111	peak	\N	POINT(12.3720469 46.7735373)
224468	3048509511	4111	peak	II. Pilastro	POINT(12.0587132 46.5373107)
224469	3048509512	4111	peak	Punta Marietta	POINT(12.0568399 46.5397751)
224470	3048509513	4111	peak	Tofana de Pomedes	POINT(12.0749979 46.5433104)
224495	3052800534	4111	peak	Col Avig	POINT(11.7617624 45.9657641)
224496	3052800535	4111	peak	Col de Stach	POINT(11.7606391 45.9524001)
224503	3060883516	4111	peak	Bocia De L' Ors	POINT(11.8048 46.4465)
224504	3060883519	4111	peak	Cima dell'Uomo	POINT(11.808922 46.4062271)
224505	3060883520	4111	peak	Coi de Lèstes	POINT(11.8039 46.4475)
224506	3060883521	4111	peak	Col Dal Baranchie	POINT(11.8483 46.4571)
224507	3060883522	4111	peak	Col De Bousc	POINT(11.8598399 46.4531748)
224508	3060883523	4111	peak	Col Del Paluf	POINT(11.8014 46.428)
224509	3060883527	4111	peak	La Spires	POINT(11.8126 46.4449)
224510	3060883530	4111	peak	Ombreta Orientale	POINT(11.8464784 46.4243255)
224511	3060883531	4111	peak	Ombretola	POINT(11.8402 46.413)
224512	3060885635	4111	peak	Pèla de Vernel	POINT(11.8157314 46.4459189)
224513	3060885638	4111	peak	Ponta De Cornates	POINT(11.8237 46.4428)
224514	3060885639	4111	peak	Ponta del Ciadin	POINT(11.8043 46.4058)
224515	3060885640	4111	peak	Punta Rocca	POINT(11.8564677 46.4343771)
224516	3060885641	4111	peak	Ponte Cadine	POINT(11.8122 46.4113)
224517	3060885643	4111	peak	Roda De Mulon	POINT(11.8355 46.4485)
224518	3060885644	4111	peak	Sas da la Tas-cia	POINT(11.8135468 46.4043075)
224519	3060885645	4111	peak	Sas Dal Pegorer	POINT(11.8111 46.4519)
224520	3060885646	4111	peak	Sas De La Ciaures	POINT(11.8438649 46.4491113)
224521	3060885647	4111	peak	Sas De Valfreida	POINT(11.8435 46.4105)
224522	3060885648	4111	peak	Sasso Vernale	POINT(11.8403559 46.4189191)
224523	3060885659	4111	peak	Vernadais	POINT(11.8011 46.425)
224529	3065487269	4111	peak	Cima Campaniletto (Montagna Nuova)	POINT(11.6172897 45.8338246)
224532	3067049762	4111	peak	Col de Rad	POINT(11.7597724 45.9792565)
224533	3068117486	4111	peak	\N	POINT(11.9904329 46.5455188)
224570	3078371027	4111	peak	Lämmerköpfe - Teste dell'Agnello	POINT(11.6268623 46.4680736)
224571	3078371028	4111	peak	Westl. Tschaminspitze - Croda Occidentale del Camin	POINT(11.6196955 46.473113)
224572	3078371029	4111	peak	Westl. Sattelspitze	POINT(11.6164718 46.478261)
224573	3078371030	4111	peak	Tschager Kemat	POINT(11.6018212 46.4775905)
224574	3078373545	4111	peak	Kogeleter Kopf - Cima Cogolo	POINT(11.5840281 46.4798203)
224575	3078380405	4111	peak	Kesselspitz - Cresta del Catino	POINT(11.5751163 46.4794927)
224640	3089675695	4111	peak	Croda de r'Ancona	POINT(12.1177558 46.6141244)
224644	3092057970	4111	peak	Sasso Rotto	POINT(11.3995306 46.1253509)
224645	3092058095	4111	peak	Sasso Rosso	POINT(11.3996317 46.12133)
224646	3092059364	4111	peak	Cima di Sette Selle	POINT(11.3986979 46.1279858)
224647	3092059481	4111	peak	Monte Slimber	POINT(11.390845 46.1362251)
224648	3092060820	4111	peak	Monte Hoamonder	POINT(11.3907015 46.1267528)
224715	3100632598	4111	peak	Grauner Berg - Monte di Curon	POINT(10.5501727 46.8270276)
224734	3105918414	4111	peak	Cadinel alt	POINT(11.288517 46.1293644)
224735	3105918415	4111	peak	Cadinel bas	POINT(11.2865143 46.1262206)
224736	3106002243	4111	peak	Pitla Piza de Puez	POINT(11.8246246 46.5931817)
224738	3109197079	4111	peak	Col Zaloppa	POINT(11.7871768 45.9243431)
224739	3109281157	4111	peak	Col dei Prai	POINT(11.7664991 45.9127648)
224740	3109313999	4111	peak	Col Caprile	POINT(11.7098736 45.8860205)
224742	3110186438	4111	peak	Campidei	POINT(11.3291281 46.1628595)
224747	3110857756	4111	peak	Stocher	POINT(11.3706209 46.1207161)
224783	3115293193	4111	peak	Costa Onchieli	POINT(11.4428679 46.186833)
224784	3115293194	4111	peak	Monte Manghen	POINT(11.4435374 46.1753075)
224785	3115293195	4111	peak	Monte Tuschere	POINT(11.4744475 46.1905547)
224786	3115293196	4111	peak	Pergol	POINT(11.4615828 46.1891873)
224787	3115484810	4111	peak	Punta Polse	POINT(11.5587841 46.2924375)
225789	3138372629	4111	peak	Col d'Astiago	POINT(11.64127 45.8470237)
225791	3138623663	4111	peak	Colle dei Tre Confini	POINT(11.6420873 45.8293464)
225792	3138623664	4111	peak	Monte Xillo	POINT(11.6185335 45.8167529)
225793	3138635119	4111	peak	Monte Frolla	POINT(11.6264619 45.8124075)
225794	3138665957	4111	peak	La Montagnola	POINT(11.6020923 45.8197425)
225795	3138672359	4111	peak	Monte Baldo	POINT(11.662999 45.8107717)
225796	3138672360	4111	peak	Monte Zanchi	POINT(11.636834 45.7891551)
225797	3138685770	4111	peak	Cima Incudine	POINT(11.5487399 46.0120088)
225798	3138685771	4111	peak	Punta Molina	POINT(11.5435951 46.0141385)
225799	3138685772	4111	peak	Cima Isidoro	POINT(11.5537821 46.011974)
225800	3138685773	4111	peak	Torino della Fossetta	POINT(11.5395879 46.0140044)
225801	3138713448	4111	peak	Cima della Campanella	POINT(11.5258467 46.0027931)
225802	3138724112	4111	peak	Monte Fasolo	POINT(11.5316165 45.9952462)
225804	3138732104	4111	peak	Scoglio del Cane	POINT(11.5433866 45.9942843)
225806	3138742412	4111	peak	Monte Frate	POINT(11.5416056 45.9841809)
225808	3138748885	4111	peak	Monte Magari	POINT(11.5668157 45.9937131)
225809	3138750870	4111	peak	Monte Castellier Grande	POINT(11.5592734 45.9776219)
225810	3138753423	4111	peak	Spitz Keserle	POINT(11.5407431 45.9770709)
225811	3138767264	4111	peak	Cima dei Compari	POINT(11.5343541 45.9706454)
225812	3138781822	4111	peak	Monte Baldo	POINT(11.5465849 45.9297296)
225813	3138785257	4111	peak	Monte Cucco	POINT(11.5552431 45.9212443)
225814	3138785263	4111	peak	Monte Nos	POINT(11.5372804 45.923806)
225815	3138790129	4111	peak	Monte Cimon	POINT(11.5377686 45.935129)
225835	3141873894	4111	peak	Spigolo dei Fondi	POINT(11.383437 45.9763745)
225836	3141907201	4111	peak	Cima Laste	POINT(11.4074106 45.9818638)
225837	3141907203	4111	peak	Cima Larici	POINT(11.4230513 45.9801113)
225838	3141909349	4111	peak	Monte Erba	POINT(11.4296073 45.9805267)
225839	3141947688	4111	peak	Cima Dieci	POINT(11.4919047 46.0088619)
225842	3141983355	4111	peak	Monte Toro di Pozze	POINT(11.4896337 45.9887911)
225844	3141998476	4111	peak	Monte Colombaretta di Galmarara	POINT(11.4863909 45.9865641)
225845	3141998477	4111	peak	Monte Frate	POINT(11.4793152 45.9865902)
225846	3142061420	4111	peak	Monte Zoviello	POINT(11.4797437 45.9437087)
225847	3142063204	4111	peak	Cima dei Motti	POINT(11.4797437 45.9681083)
225848	3142378662	4111	peak	Corno della Segala	POINT(11.5090971 45.9988697)
225849	3142390873	4111	peak	Monte Cucco di Pozze	POINT(11.5078284 45.9892938)
225850	3142623825	4111	peak	Monte Campanaro	POINT(11.5148575 46.0101935)
225851	3142641387	4111	peak	Monte Cucco di Moline	POINT(11.5382142 45.9878997)
225852	3142641388	4111	peak	Monte Castellaro Piccolo	POINT(11.5519096 45.9692677)
225853	3142644479	4111	peak	Monte Cucco di Mandrielle	POINT(11.5696121 45.9720118)
225855	3142662176	4111	peak	Monte Forno	POINT(11.5064662 45.9787578)
225857	3142662178	4111	peak	Monte Paletto	POINT(11.5197617 45.977172)
225858	3142667713	4111	peak	Monte Palo	POINT(11.5187552 45.9723359)
225859	3142680640	4111	peak	Dosso del Fine	POINT(11.46823 45.9714582)
225860	3142680641	4111	peak	Cornetti di Bocchetta Portule	POINT(11.449079 45.9667099)
225861	3142682140	4111	peak	Monte Colombetta di Portule	POINT(11.4568896 45.9594161)
226321	3154337508	4111	peak	Schwarzkopf - Cima Nera	POINT(10.6359477 46.8129803)
226322	3154337509	4111	peak	Tiergartenspitze - Monte del Parco	POINT(10.6402594 46.8107022)
226333	3156623295	4111	peak	Hochegg - Monte Torlago	POINT(11.4050312 46.3255016)
227064	3187194956	4111	peak	Guggul - Cucul	POINT(11.3434211 46.3300801)
227078	3191416743	4111	peak	Cima De Copola	POINT(11.559428 46.2219212)
227079	3191416744	4111	peak	Cimon de le Sute	POINT(11.5334 46.2109)
227080	3191650760	4111	peak	Katzenlochbühel	POINT(11.5474733 46.5640832)
227246	3212603017	4111	peak	Monte Cucco	POINT(11.5939392 45.9795705)
227247	3212632622	4111	peak	Monte Badenecche (Zomo)	POINT(11.6414519 45.9152377)
227645	3242215890	4111	peak	Rotebenkogel - Cima del Piano Rosso	POINT(10.6701582 46.8021187)
227750	3247441681	4111	peak	Daumberg - Monte Daum	POINT(11.4451787 46.4012103)
227992	3255654014	4111	peak	Dosso di Sotto	POINT(11.4019819 45.9595245)
227993	3255792715	4111	peak	Cima Chempele	POINT(11.6463768 45.939651)
227994	3255854365	4111	peak	Monte Tena	POINT(11.5467173 45.784902)
228000	3256714460	4111	peak	Porchecche	POINT(11.5025524 45.9122059)
228005	3257286012	4111	peak	Colle dei Meneghini	POINT(11.6435309 45.9710032)
228006	3257286029	4111	peak	Colle Val D'Antenne	POINT(11.6384481 45.9804017)
228017	3260008385	4111	peak	Monte Taverle o Cucco	POINT(11.538912 45.9600946)
228018	3260008415	4111	peak	Cima delle Saette	POINT(11.5222689 45.9838058)
228028	3263411400	4111	peak	Cima del Scalambron	POINT(11.5132229 45.9214592)
228046	3265432406	4111	peak	Monte Cucco	POINT(11.3938125 45.9714914)
228151	3273296284	4111	peak	Monte Miela	POINT(11.6118157 45.9164532)
228153	3273353247	4111	peak	Monte Ongara	POINT(11.5603282 45.9123246)
228302	3286442636	4111	peak	Angerlekopf - Monte Angerli	POINT(10.5896596 46.7843439)
228303	3286442637	4111	peak	Marchegg	POINT(10.6155987 46.8210884)
228304	3286442638	4111	peak	Maserölkopf	POINT(10.5703627 46.7728588)
228305	3286442639	4111	peak	Mittagkopf	POINT(10.6573769 46.8183455)
228306	3286458008	4111	peak	Seeberkopf	POINT(10.5954466 46.7810231)
228307	3286458009	4111	peak	Steinmandkopf - La Mandola	POINT(10.602162 46.7553624)
228308	3286458010	4111	peak	Zwischenegg	POINT(10.5943576 46.7678824)
228392	3290376047	4111	peak	Col De Gnei	POINT(11.917246 46.115516)
228394	3290376050	4111	peak	Col Delle Gambine	POINT(11.946583 46.118562)
228396	3290376052	4111	peak	Col Dosè	POINT(11.957206 46.139461)
228397	3290376053	4111	peak	Colle Della Torre	POINT(11.960075 46.100044)
228398	3290376054	4111	peak	Colsent	POINT(11.920185 46.138701)
228410	3290377866	4111	peak	Monte Piavon	POINT(11.962311 46.119142)
228416	3290377872	4111	peak	Pale Del Ai	POINT(11.904521 46.11208)
228418	3290377874	4111	peak	Sasso Delle Undici	POINT(11.9439362 46.1725897)
228419	3290377875	4111	peak	Sasso Largo	POINT(11.93909 46.1740295)
228421	3290377877	4111	peak	Tamberella	POINT(11.927374 46.115873)
228450	3309843686	4111	peak	Sunnenbichl	POINT(11.102035 46.8538114)
228488	3314315486	4111	peak	Corno del Comedon	POINT(11.9603983 46.1701878)
228524	3317405145	4111	peak	\N	POINT(11.8254395 46.0189487)
228531	3319463098	4111	peak	Grubenkopf - Monte delle Cave	POINT(11.4086293 46.9662752)
228593	3321228369	4111	peak	Nasbichl	POINT(11.3428951 46.3935838)
228624	3324836485	4111	peak	Runer Köpfl - Monte di Run	POINT(10.6506255 46.6924949)
228625	3324836486	4111	peak	Unteres Kreuzjoch	POINT(10.6562927 46.683875)
228638	3325660540	4111	peak	Kaltherber - Monte Pausabella	POINT(11.4062649 46.376211)
228710	3327316509	4111	peak	Naslkopf	POINT(11.477931 46.9874839)
228711	3327316510	4111	peak	Wurmkopf	POINT(11.4718885 46.9861838)
228778	3330180601	4111	peak	Il Palone	POINT(11.4493094 46.3330842)
228824	3338648989	4111	peak	Dos del Massalon	POINT(11.246722 46.1233337)
228825	3338661843	4111	peak	Dos del Sas	POINT(11.2516323 46.1202516)
228826	3339178914	4111	peak	Col dal Lëuf - Wolfsbühel - Col del Lupo	POINT(11.6765141 46.5492088)
228828	3340187449	4111	peak	Goldknopf- Punta d'Oro- Mont de Cepëi	POINT(11.6372367 46.5133496)
228829	3340187450	4111	peak	Col dal Spiedl - Grunserbühl	POINT(11.6368059 46.5184266)
228830	3340447965	4111	peak	Crozzon	POINT(11.3296052 46.1392497)
228831	3340448282	4111	peak	Sass de Sant'Orsola	POINT(11.3212806 46.1316914)
228832	3340453831	4111	peak	Dos dei Fonghi	POINT(11.2679476 46.1047734)
228833	3343144925	4111	peak	Mutakopf - Dosso Muta	POINT(11.5740868 46.8643746)
228834	3344068536	4111	peak	Col de Sporcela	POINT(11.2951346 46.1251313)
228853	3351626574	4111	peak	Cima del Casaret	POINT(11.3529932 46.1895051)
228913	3356309235	4111	peak	Gabels Mull	POINT(11.5584101 46.5182779)
228914	3356347486	4111	peak	Manestraubühl	POINT(11.6141571 46.4932819)
228915	3356352621	4111	peak	Kranzer - Cranzes	POINT(11.5947229 46.5016324)
228916	3356352623	4111	peak	Schönbühl - Bel Colle	POINT(11.5911223 46.4945963)
228917	3356352626	4111	peak	Kleiner Tschafatsch	POINT(11.581483 46.498723)
228920	3356495604	4111	peak	Kanzele	POINT(11.5741235 46.5214724)
228921	3356495683	4111	peak	Nigglkopf	POINT(11.5483102 46.489778)
229409	3368392407	4111	peak	Monte Fontana Secca	POINT(11.8533421 45.9291971)
229481	3377151433	4111	peak	Col Manga'	POINT(11.7125369 46.0008115)
229482	3377151434	4111	peak	Monte Celado	POINT(11.7205413 46.0047975)
229515	3377940700	4111	peak	Cima di Lan	POINT(11.7562728 46.0101687)
229516	3377940703	4111	peak	Colle della Guizza	POINT(11.7633121 45.9884028)
229518	3378189751	4111	peak	Cima Tol	POINT(11.7731128 45.9931905)
229519	3378189752	4111	peak	Col Bel	POINT(11.7885086 46.0069381)
229520	3378189753	4111	peak	La Cima	POINT(11.7779476 46.0059814)
229521	3378189754	4111	peak	M. Tol	POINT(11.7749566 45.9856377)
229522	3378189755	4111	peak	Pale di Agana	POINT(11.7795899 46.0017131)
229533	3383660623	4111	peak	Col dei Omeneti	POINT(11.3750185 46.0895465)
229534	3383660640	4111	peak	Monte Ciste	POINT(11.4462769 46.1134455)
229535	3386327772	4111	peak	Aichaberg - Monte Aica	POINT(11.4911311 46.4981135)
229575	3404637393	4111	peak	Dos de la Piazzola	POINT(11.2842637 46.1405935)
229620	3413240056	4111	peak	Dosso del Pratond	POINT(11.256345 46.0913298)
229621	3413250386	4111	peak	Cime Alte	POINT(11.2521925 46.1505731)
229624	3414289964	4111	peak	Gać	POINT(11.3092621 46.1799217)
229625	3414321341	4111	peak	Cimat	POINT(11.3432557 46.1555361)
229648	3425032221	4111	peak	Col de Corbole	POINT(11.7633128 45.9904329)
229649	3425032222	4111	peak	Col	POINT(11.7582965 45.9906775)
229658	3430944878	4111	peak	La Fontanella	POINT(11.3425234 46.0653677)
229730	3439438294	4111	peak	Col dei Barc	POINT(11.6947782 45.9878084)
229731	3439438295	4111	peak	Col delle Mandre	POINT(11.683548 45.9860604)
229732	3439438308	4111	peak	Monte Croce	POINT(11.7079363 45.9887313)
229733	3439438309	4111	peak	Monte Sorist	POINT(11.6945307 45.974685)
229734	3439580541	4111	peak	Monte Mazze	POINT(11.5232364 45.8059897)
229735	3439587087	4111	peak	Monte Carriola	POINT(11.4566801 45.8104035)
229736	3439587088	4111	peak	Monte Ceramella	POINT(11.4573345 45.8148641)
229738	3439745925	4111	peak	Col dei Baili	POINT(11.6487705 46.042888)
229739	3439745926	4111	peak	Col di Gamba	POINT(11.6569142 46.0384676)
229740	3439745927	4111	peak	Col di Volta	POINT(11.6517735 46.0439766)
229742	3439745929	4111	peak	Monte Pasolin	POINT(11.6442832 46.0405332)
229744	3440143569	4111	peak	Col Cantiero	POINT(11.6439258 46.023222)
229745	3440143572	4111	peak	Col della Baia	POINT(11.6717483 46.0472979)
229746	3440143573	4111	peak	Colle del Cavallo	POINT(11.6790616 46.0121036)
229748	3440144399	4111	peak	Monte Valnappe	POINT(11.6476173 46.0320187)
229753	3445019438	4111	peak	Col di Baio	POINT(11.8005064 45.9560769)
229754	3445304479	4111	peak	Friedrichshöhe	POINT(11.5813653 46.9970877)
229827	3452775202	4111	peak	Sas de Pordoi	POINT(11.8079947 46.500733)
229871	3455784490	4111	peak	Campagnasa	POINT(11.6065493 46.150999)
229872	3455785485	4111	peak	il Passetto	POINT(11.6104024 46.1607935)
229882	3461744776	4111	peak	\N	POINT(11.6683742 46.1358531)
229883	3461764422	4111	peak	Palòn della Cavallara	POINT(11.6581202 46.1323278)
229884	3461765202	4111	peak	Col della Boia	POINT(11.6652852 46.125268)
229885	3461767129	4111	peak	\N	POINT(11.6561491 46.1321834)
229888	3463070197	4111	peak	Cima Pezzios	POINT(12.3779773 46.6032412)
229889	3463070198	4111	peak	Cima Popera	POINT(12.3962998 46.6265589)
229890	3463070199	4111	peak	Cima d'Auronzo	POINT(12.3637542 46.6085704)
229891	3463070200	4111	peak	Colle dell'Agnello	POINT(12.3627552 46.5983682)
229892	3463070204	4111	peak	Monte Giralba di sotto	POINT(12.388866 46.6148515)
229893	3463070206	4111	peak	Punta Maria	POINT(12.3709537 46.6072584)
229894	3463070207	4111	peak	Punta dell'Agnello	POINT(12.3612254 46.6045222)
229895	3463070208	4111	peak	Sasso di Selvapiana	POINT(12.4177103 46.6255588)
229897	3463742443	4111	peak	Tschafatsch - Monte Giavaccio	POINT(11.5747482 46.4944023)
230026	3489090100	4111	peak	Piz Zorlet	POINT(11.9453475 46.3981259)
230027	3489112797	4111	peak	Piz Croce	POINT(11.957963 46.3751025)
230307	3510719243	4111	peak	Sagereregg	POINT(11.5678096 46.457841)
230336	3521111231	4111	peak	Cima Cadin Nord Est	POINT(12.2903769 46.5787612)
230337	3521111232	4111	peak	Cima Cadin Nord Ovest	POINT(12.2835499 46.5797231)
230338	3521111233	4111	peak	Cima Cadin della Neve	POINT(12.2791553 46.5731773)
230339	3521111234	4111	peak	Cima Cadin di Misurina	POINT(12.2759963 46.5744084)
230340	3521111235	4111	peak	Cima Eotvos	POINT(12.2867227 46.5763053)
230341	3521111236	4111	peak	Cima Padeon	POINT(12.181057 46.5851656)
230342	3521111237	4111	peak	Cristallo di Mezzo	POINT(12.1960234 46.5781106)
230343	3521111238	4111	peak	Cimon di Croda Liscia	POINT(12.2957247 46.5859179)
230344	3521111239	4111	peak	Col di Varda	POINT(12.2694752 46.569412)
230345	3521111241	4111	peak	Dito di Popena	POINT(12.2111195 46.5786543)
230346	3521111247	4111	peak	Guglie di Val Popena Alta	POINT(12.2210175 46.5813693)
230347	3521111252	4111	peak	Monte Cristallino di Misurina	POINT(12.2217791 46.5906362)
230348	3521111253	4111	peak	Monte Popena	POINT(12.2439066 46.5852385)
