id,city,address,name,latitude,longitude
mount_21,Telve,"Bivacco ANA ai Mangheneti, Strada Provinciale del Passo del Manghen, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Cadino,46.1676536,11.4209121
mount_22,Cavalese,"2, Alpe Cermis, Cavalese, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Paion del Cermis,46.2413696,11.5035518
mount_23,Cavalese,"5a, Cavalese, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cimon del To della Trappola,46.2315971,11.5005337
mount_24,Tesero,"Tesero, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38038, Italia",Cimon di Lasteolo,46.2168382,11.5446191
mount_25,Ziano di Fiemme,"Busa del Castel, Ziano di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Litegosa,46.2253087,11.558882
mount_26,Baselga di Pine,"Busona di Val del Mattio, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Ruioch,46.1540984,11.3635196
mount_27,Predazzo,"Via Ferrata dei Campanili del Latemar, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia",Cimon del Latemar - Diamantiditurm,46.3810697,11.5750434
mount_28,Telve,"Strada Forestale Val Cantieri, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Valpiana,46.1629253,11.480299
mount_29,Baselga di Pine,"Sentiero Baraccamenti Baitol, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Baitol,46.1606082,11.3795719
mount_30,Baselga di Pine,"Mulattiera militare, Fioré, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Dos dei Pini,46.1171378,11.2761491
mount_31,Baselga di Pine,"Sostitutivo 404, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Cadinel bas,46.1262206,11.2865143
mount_32,Baselga di Pine,"Strada del Croz de le Casele, Fovo alto, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Croz de le Casele,46.1315259,11.2723197
mount_33,Campitello di Fassa,"Campitello di Fassa - Ciampedel, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia",Punta Grohmann - Grohmannspitze,46.5106,11.732966
mount_34,Campitello di Fassa,"527, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39040, Italia",Sasplat - Plattkofel - Sasso Piatto,46.5141348,11.7157706
mount_35,Levico Terme,"Forte Vezzena, Strada Forestale Cima Vezzena, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia",Cima Vezzena,45.9790546,11.3426214
mount_36,Borgo Valsugana,"Strada forestale Cazalin, Borgo Valsugana, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Mandriolo,45.9842643,11.3771727
mount_37,Moena,"Bivacco Jellici, Sentiero militare del Grontòn, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Cima Bocche - Cimon de Boce,46.3542156,11.7527077
mount_38,Moena,"Cima Juribrutto, E628, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Cima Juribrutto - Gereburt,46.3594001,11.765161
mount_39,Baselga di Pine,"Senter dei schiràti, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",La Corda,46.1743388,11.355881
mount_40,Baselga di Pine,"Strada forestale ""Fovo Alto 2"", Fovo alto, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",I Dossi,46.1264522,11.2738416
mount_41,Baselga di Pine,"Path from Passo Cadino to Malga Fornasa Alta, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Croce,46.1693463,11.3924897
mount_42,Bedollo,"Via San Giovanni Bosco, Checa, Brusago, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Gać,46.1799217,11.3092621
mount_43,Lona-Lases,"Cogne sud, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Cogne,46.1943544,11.3677123
mount_44,Valfloriana,"Pale dal Sas, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cimon del Tres,46.2053277,11.3972251
mount_45,Segonzano,"Al Doss di Segonzano, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dosso di Segonzano,46.1866385,11.2921819
mount_46,Bedollo,"Roge, Brusago, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos dei Lovi,46.1822121,11.3331581
mount_47,Predazzo,"Strada forestale Piaie, Baldìss, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38037, Italia",Malgola,46.301123,11.6236559
mount_48,Bedollo,"Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Lemperperg,46.1457866,11.3375462
mount_49,Roncegno Terme,"trincea, Roncegno Terme, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Fravort,46.0760038,11.3511386
mount_50,Frassilongo,"Sentiero Prima Guerra Mondiale, Frassilongo - Garait, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Oscivart,46.0775693,11.3471098
mount_51,Pergine Valsugana,"Strada del Pian de la Casara, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia",Cima Panarotta,46.0500145,11.3344548
mount_52,Baselga di Pine,"Piazzola - Marić, Campolongo, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos de la Piazzola,46.1405935,11.2842637
mount_53,San Giovanni di Fassa-Sen Jan,"Capanna Punta Penia, Via Ferrata Marmolada Cresta Ovest, San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Punta Penia,46.434526,11.8513263
mount_54,Campitello di Fassa,"Via Ferrata Col Rodella, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia",Col Rodela,46.4953446,11.7486236
mount_55,Pergine Valsugana,"Via dei Sgualdi, Vigalzano, Canzolino, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia",Tessara,46.0786611,11.2315418
mount_56,Pergine Valsugana,"Belvedere Alto, Via Domenica Targa, Guarda, Canzolino, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Belvedere,46.0898264,11.234489
mount_57,Pergine Valsugana,"mulattiera militare, Mas del Ghiga, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia",Monte Calvo,46.1007524,11.2604791
mount_58,Canazei,"Valon del Fos, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Col Aut,46.5107642,11.81835
mount_59,Canal San Bovo,"Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Spiadon,46.1833357,11.6497369
mount_60,Canal San Bovo,"Località Cesure, Caoria Sperandii, Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima di Mezzogiorno,46.1768434,11.67361
mount_61,Torcegno,"Panchina, trincea, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pizzo Alto,46.1054519,11.3757451
mount_62,San Martino di Castrozza,"E706, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cimon della Pala,46.2849069,11.8239713
mount_63,Imer,"Strada forestale Colaz, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Vederna,46.129354,11.7884068
mount_64,Ziano di Fiemme,"Via Italiana, Ziano di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cauriol Piccolo,46.2351848,11.5891131
mount_65,Canal San Bovo,"Caoria, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Aia Tonda,46.1702025,11.6613752
mount_66,Scurelle,"Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Tombolin di Caldenave,46.1215149,11.5438917
mount_67,Canal San Bovo,"Giro de Solombo, Aguai, Carano, Ville di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38099, Italia",Solombo,46.3030588,11.4163781
mount_68,Telve,"Sentiero Baraccamenti Baitol, Telve, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Schliverai Spitz,46.1568166,11.3658752
mount_69,San Martino di Castrozza,"Strada Val Venegia, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Castellaz,46.3073186,11.7952973
mount_70,Pieve Tesino,"Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col di San Giovanni,46.1800084,11.5463305
mount_71,Telve,"Strada Forestale Valpiana - Croce, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Setole,46.1539016,11.4898766
mount_72,Castello di Fiemme,"Strada forestale Masi alti - Coston, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Inferno,46.2148419,11.4546558
mount_73,Torcegno,"Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Hoabonti,46.0937167,11.3739496
mount_74,Torcegno,"Crozo negro, Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Cola,46.0934691,11.3868854
mount_75,San Martino di Castrozza,"Forcella Cavallazza, 15, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cavallazza,46.2787046,11.7767933
mount_76,Castello di Fiemme,"Lastei, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima delle Buse,46.185741,11.4980873
mount_77,Lona-Lases,"Paolati - Cogne ovest, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Monte Frattoni,46.2004122,11.3609047
mount_78,Pieve Tesino,"Laghi di Rocco, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Lagorai,46.2020718,11.5243368
mount_79,Segonzano,"Casal, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38047, Italia",Venticcia,46.1976116,11.2610203
mount_80,Castello Tesino,"Traccia Sentiero Cima Agaro - Magri, Castello Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38053, Italia",Monte Agaro,46.0952518,11.6556704
mount_81,Canal San Bovo,"Traccia Sentiero Lago Pisorno - Agnelessa, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Scanaiòl,46.2148405,11.7664607
mount_82,Canazei,"Gamsband, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",3. Ciampanil dl Sela - 3. Sellaturm - III° Torre del Sella,46.5110867,11.7779629
mount_83,Campitello di Fassa,"Col Pelous - Alba, Mazzin, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Col Pelous,46.465145,11.7521439
mount_84,Canazei,"677, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39048, Italia",Piz Rotic,46.5297611,11.8035543
mount_85,Canazei,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",1. Ciampanil dl Sela - 1. Sellaturm - I° Torre del Sella,46.5093828,11.774633
mount_86,Canazei,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",2. Ciampanil dl Sela - 2. Sellaturm - II° Torre del Sella,46.5099028,11.7759014
mount_87,Canazei,"Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Locomotiva - Lokomotive,46.50912,11.772745
mount_88,Canazei,"Orsa Maggiore, 646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",L'Aut,46.4408386,11.7566096
mount_89,Lona-Lases,"Passo Mirafiori - Pala delle Buse, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pala delle Buse,46.1910349,11.3823127
mount_90,Telve,"Sentiero Baraccamenti Baitol, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Camin,46.1747374,11.3844023
mount_91,San Martino di Castrozza,"Sentiero attrezzato ""Achille Gadler"", San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Colbricon Ovest,46.272223,11.7512476
mount_92,Castello di Fiemme,"Pian Della Maddalena, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mugon,46.1921,11.4888
mount_93,Predazzo,"Tresca, GeoTrail del Dos Capèl, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Agnello - Cimòn de Tresca,46.3265403,11.5587785
mount_94,Bieno,"Madonnina, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cimon di Rava,46.1229185,11.5692768
mount_95,Castello di Fiemme,"Strada Provinciale 31 del Manghen, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Costa Onchieli,46.186833,11.4428679
mount_96,Predazzo,"517B, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia",Col Cornon,46.3835955,11.5885432
mount_97,Castello di Fiemme,"Strada Provinciale 31 del Manghen, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Manghen,46.1753075,11.4435374
mount_98,Castello di Fiemme,"Iscrizione romana, Strada forestale Stue basse - Camini, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pergol,46.1891873,11.4615828
mount_99,Scurelle,"Orti, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Caldenave,46.1258556,11.5558435
mount_100,Cinte Tesino,"Ricovero Tenente Cecchin, Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Lasteati,46.161021,11.5682732
mount_101,Scurelle,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Brunella,46.1312205,11.5698721
mount_102,Castello di Fiemme,"Frisanchi, Altopiano della Vigolana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia",Dos Alt,45.9712868,11.2189937
mount_103,Cinte Tesino,"Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Socede,46.1718667,11.5547229
mount_104,Bieno,"Forcella Quarazza, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Trento,46.1296596,11.5697335
mount_105,Telve,"Herta Miller Haus, Strada Forestale Val Cantieri, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima del Bortolo,46.1596593,11.4738672
mount_106,Bedollo,"Strada di Malga Stramaiolo, Regnana, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Campidei,46.1628595,11.3291281
mount_107,Scurelle,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima delle Buse Todesche,46.1430306,11.5658179
mount_108,Scurelle,"Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Cima Orsera - Cimon di Val Orsera,46.1371778,11.5629996
mount_109,Telve,"Strada Forestale Tramenaga, Marolo, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col Tramenaga,46.1340351,11.4889809
mount_110,Pieve Tesino,"Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col dei Fiori,46.193196,11.5359742
mount_111,Scurelle,"Strada Forestale Cinque Croci 2, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Col della Palazzina,46.177734,11.5366136
mount_112,Scurelle,"Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Croz di Primalunetta,46.1238028,11.5361529
mount_113,Pieve Tesino,"Percorso Trincee Prima Guerra Mondiale, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cengello,46.1536955,11.5660211
mount_114,Scurelle,"Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cenon,46.1260302,11.5290937
mount_115,Samone,"Strada forestale Regaise - Fagarolo, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia",Monte Cima,46.104282,11.5295959
mount_116,Pieve Tesino,"Masgerom, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Montalon,46.1909191,11.5060823
mount_117,Bedollo,"Strada dei Tamagi, Gabana, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Dos dei Redi,46.1568861,11.3020884
mount_118,Telve,"Forcella Pala del Becco, Strada Forestale Valpiana - Croce, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Pala del Becco,46.1815397,11.4794576
mount_119,Canazei,"Via Ferrata dei Finanzieri, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Monte Colac,46.4410262,11.782724
mount_120,Canal San Bovo,"Sentiero per Busa Alta, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Busa Alta,46.2498788,11.6096295
mount_121,Canazei,"646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia",Sas Porcel,46.435281,11.7579329
mount_122,Canazei,"Via ferrata delle trincee, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mesolina,46.4650544,11.8869791
mount_123,Caldonazzo,"Strada del Careta, Maso Giamai, Caldonazzo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38052, Italia",Tamazol,45.9708781,11.2592308
mount_124,Moena,"Strada forestale Strada del Van, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia",Piz Meda,46.3789381,11.690552
mount_125,Bedollo,"Via Ronchi, Steffenetti, Centrale, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Cros del Cuc,46.1755789,11.306388
mount_126,Imer,"Strada forestale Buscapiana, Ronchi, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima Redasega,46.1642942,11.7806541
mount_127,Bedollo,"Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia",Cima Pontara,46.1472075,11.3338857
mount_128,Telve,"Baracca ricostruita Grande Guerra, Strada forestale Vatrighetta - Cagnon, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Cima di Palù,46.143583,11.386078
mount_129,Fierozzo,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Monte Gronlait,46.0928879,11.3588461
mount_130,Fierozzo,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Hoamut,46.0968033,11.3586452
mount_131,Fierozzo,"Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia",Mut,46.1004514,11.3538447
