id;city;address;name;latitude;longitude
mount_33;Pozza di Fassa;Bivacco Donato Zeni, Strada Ruf de Ruacia, San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38036, Italia;Cima Undici;46.402431;11.7129645
mount_34;Campitello di Fassa;Campitello di Fassa - Ciampedel, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia;Punta Grohmann - Grohmannspitze;46.5106;11.732966
mount_35;Campitello di Fassa;527, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39040, Italia;Sasplat - Plattkofel - Sasso Piatto;46.5141348;11.7157706
mount_36;Levico Terme;Forte Vezzena, Strada Forestale Cima Vezzena, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia;Cima Vezzena;45.9790546;11.3426214
mount_37;Borgo Valsugana;Strada forestale Cazalin, Borgo Valsugana, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Mandriolo;45.9842643;11.3771727
mount_38;Moena;Bivacco Jellici, Sentiero militare del Grontòn, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia;Cima Bocche - Cimon de Boce;46.3542156;11.7527077
mount_39;Moena;Cima Juribrutto, E628, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia;Cima Juribrutto - Gereburt;46.3594001;11.765161
mount_40;Pozza di Fassa;San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38036, Italia;Cima Scalieret;46.4633351;11.6444448
mount_41;Vigo di Fassa;Rotwand-Klettersteig - Via Ferrata Roda di Vaèl, San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia;Roda di Vaèl - Rotwand;46.4254208;11.6199047
mount_42;Nogaré;Via di Castel Rocca, Nogaré, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38045, Italia;Croz de la Rocca;46.0950769;11.2166567
mount_43;Canzolino;Via dei Sgualdi, Vigalzano, Canzolino, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia;Tessara;46.0786611;11.2315418
mount_44;Lona-Lases;Cogne sud, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Cogne;46.1943544;11.3677123
mount_45;Valfloriana;Pale dal Sas, Valfloriana, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cimon del Tres;46.2053277;11.3972251
mount_46;Segonzano;Al Doss di Segonzano, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia;Dosso di Segonzano;46.1866385;11.2921819
mount_47;San Cristoforo al Lago;Via dei Pinteroti, Masetti, San Cristoforo al Lago, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia;Dos del Cuco;46.0492418;11.2452409
mount_48;Predazzo;Strada forestale Piaie, Baldìss, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38037, Italia;Malgola;46.301123;11.6236559
mount_49;Bedollo;Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia;Lemperperg;46.1457866;11.3375462
mount_50;Roncegno Terme;trincea, Roncegno Terme, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Fravort;46.0760038;11.3511386
mount_51;Frassilongo;Sentiero Prima Guerra Mondiale, Frassilongo - Garait, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Oscivart;46.0775693;11.3471098
mount_52;Pergine Valsugana;Strada del Pian de la Casara, Levico Terme, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38056, Italia;Cima Panarotta;46.0500145;11.3344548
mount_53;Serso;SP66, Riposo, Serso, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia;Casteller;46.0828068;11.2402045
mount_54;Faida;Sinter dei crozzi, Prada, Faida, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia;Dosso della Clinga;46.1130371;11.2442454
mount_55;Campitello di Fassa;Via Ferrata Col Rodella, Campitello di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38031, Italia;Col Rodela;46.4953446;11.7486236
mount_56;Tonadico;Vallon delle Lede, Tonadico, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima La Fradusta;46.2510705;11.8734312
mount_57;Palù del Fersina - Palai en Bersntol;Baldal, Palai en Bersntol - Palù del Fersina, Palù del Fersina - Palai en Bersntol, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Pala dei Campedei;46.1492461;11.3521195
mount_58;Pergine Valsugana;mulattiera militare, Mas del Ghiga, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia;Monte Calvo;46.1007524;11.2604791
mount_59;Canazei;Valon del Fos, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;Col Aut;46.5107642;11.81835
mount_60;Canazei,;Capanna Punta Penia, Via Ferrata Marmolada Cresta Ovest, San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Punta Penia;46.434526;11.8513263
mount_61;Faver;409, Altavalle, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38047, Italia;Cima Castion;46.2181695;11.2335932
mount_62;Torcegno;Panchina, trincea, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Pizzo Alto;46.1054519;11.3757451
mount_63;San Martino di Castrozza;E706, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cimon della Pala;46.2849069;11.8239713
mount_64;Imer;Strada forestale Colaz, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Vederna;46.129354;11.7884068
mount_65;Ziano di Fiemme;Via Italiana, Ziano di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cauriol Piccolo;46.2351848;11.5891131
mount_66;Strigno,;Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Primaluna;46.1167711;11.5444263
mount_67;Scurelle;Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Tombolin di Caldenave;46.1215149;11.5438917
mount_68;Baselga di Piné;Sentiero Baraccamenti Baitol, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Baitol;46.1606082;11.3795719
mount_69;Telve;Sentiero Baraccamenti Baitol, Telve, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Schliverai Spitz;46.1568166;11.3658752
mount_70;San Martino di Castrozza;Strada Val Venegia, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Castellaz;46.3073186;11.7952973
mount_71;Pieve Tesino;Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Col di San Giovanni;46.1800084;11.5463305
mount_72;Telve;Strada Forestale Valpiana - Croce, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Setole;46.1539016;11.4898766
mount_73;Siror;Velo della Madonna, Ferrata della Vecia, Siror, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38054, Italia;Cima della Madonna;46.2323027;11.8461527
mount_74;Torcegno;Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Hoabonti;46.0937167;11.3739496
mount_75;Torcegno;Crozo negro, Sette Laghi, Torcegno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Cola;46.0934691;11.3868854
mount_76;San Martino di Castrozza;Forcella Cavallazza, 15, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cavallazza;46.2787046;11.7767933
mount_77;Vigo;Via dei vescovi Madruzzo, Poggio dei Pini, Cadrobbi, Vigo, Baselga di Piné, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38042, Italia;Dosso di Vigo;46.1277386;11.2412194
mount_78;Lona-Lases;Paolati - Cogne ovest, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia;Monte Frattoni;46.2004122;11.3609047
mount_79;Pieve Tesino;Laghi di Rocco, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Lagorai;46.2020718;11.5243368
mount_80;Segonzano;Casal, Segonzano, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38047, Italia;Venticcia;46.1976116;11.2610203
mount_81;Castello Tesino;Traccia Sentiero Cima Agaro - Magri, Castello Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38053, Italia;Monte Agaro;46.0952518;11.6556704
mount_82;Canal San Bovo;Traccia Sentiero Lago Pisorno - Agnelessa, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Scanaiòl;46.2148405;11.7664607
mount_83;Canazei;Gamsband, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;3. Ciampanil dl Sela - 3. Sellaturm - III° Torre del Sella;46.5110867;11.7779629
mount_84;Campitello di Fassa;Col Pelous - Alba, Mazzin, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;Col Pelous;46.465145;11.7521439
mount_85;Canazei;677, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39048, Italia;Piz Rotic;46.5297611;11.8035543
mount_86;Canazei;Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;1. Ciampanil dl Sela - 1. Sellaturm - I° Torre del Sella;46.5093828;11.774633
mount_87;Canazei;Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;2. Ciampanil dl Sela - 2. Sellaturm - II° Torre del Sella;46.5099028;11.7759014
mount_88;Canazei;Normalweg 1. Sellaturm, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;Locomotiva - Lokomotive;46.50912;11.772745
mount_89;Canazei;Orsa Maggiore, 646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;L'Aut;46.4408386;11.7566096
mount_90;Lona-Lases;Passo Mirafiori - Pala delle Buse, Lona-Lases, Comunità della Valle di Cembra, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Pala delle Buse;46.1910349;11.3823127
mount_91;Telve;Sentiero Baraccamenti Baitol, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Camin;46.1747374;11.3844023
mount_92;San Martino di Castrozza;"Sentiero attrezzato ""Achille Gadler"", San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia";Colbricon Ovest;46.272223;11.7512476
mount_93;Castello-Molina di Fiemme;Strada forestale Masi alti - Coston, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Inferno;46.2148419;11.4546558
mount_94;Predazzo;Tresca, GeoTrail del Dos Capèl, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Agnello - Cimòn de Tresca;46.3265403;11.5587785
mount_95;Bieno;Madonnina, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cimon di Rava;46.1229185;11.5692768
mount_96;Welschnofen;"Poppekanzel - Pulpito di Cima Pope, Sentiero Forestale ""De la Nores"", San Giovanni di Fassa - Sèn Jan, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia";Signalkopf;46.3897441;11.601483
mount_97;Predazzo;517B, Predazzo, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, 39056, Italia;Col Cornon;46.3835955;11.5885432
mount_98;Palù del Fersina - Palai en Bersntol;Sentiero alpinistico Fratelli Giuliani, Palù del Fersina - Palai en Bersntol, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima d'Ezze;46.1306345;11.4019971
mount_99;Palù del Fersina - Palai en Bersntol;Sentiero alpinistico Fratelli Giuliani, Palù del Fersina - Palai en Bersntol, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Sopra Conella;46.1141703;11.3938115
mount_100;Scurelle;Orti, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Caldenave;46.1258556;11.5558435
mount_101;Cinte Tesino;Ricovero Tenente Cecchin, Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Lasteati;46.161021;11.5682732
mount_102;Scurelle;Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Brunella;46.1312205;11.5698721
mount_103;Strigno;Bivacco Argentino, Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Ravetta;46.1111552;11.5463715
mount_104;Cinte Tesino;Sentiero dei Laghi, Cinte Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Socede;46.1718667;11.5547229
mount_105;Bieno;Forcella Quarazza, Scala del Tombolin, Bieno, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Trento;46.1296596;11.5697335
mount_106;Telve;Herta Miller Haus, Strada Forestale Val Cantieri, Cere, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima del Bortolo;46.1596593;11.4738672
mount_107;Castello-Molina di Fiemme;Lastei, Castello-Molina di Fiemme, Comunità territoriale della Val di Fiemme, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima delle Buse;46.185741;11.4980873
mount_108;Scurelle;Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima delle Buse Todesche;46.1430306;11.5658179
mount_109;Scurelle;Percorso Trincee Prima Guerra Mondiale, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Cima Orsera - Cimon di Val Orsera;46.1371778;11.5629996
mount_110;Telve;Strada Forestale Tramenaga, Marolo, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Col Tramenaga;46.1340351;11.4889809
mount_111;Pieve Tesino;Strada forestale Cinque Croci, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Col dei Fiori;46.193196;11.5359742
mount_112;Scurelle;Strada Forestale Cinque Croci 2, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Col della Palazzina;46.177734;11.5366136
mount_113;Scurelle;Alpe Conseria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;\N;46.1536762;11.5455258
mount_114;Scurelle;Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Croz di Primalunetta;46.1238028;11.5361529
mount_115;Pieve Tesino;Percorso Trincee Prima Guerra Mondiale, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Monte Cengello;46.1536955;11.5660211
mount_116;Scurelle;Sentiero della Memoria, Scurelle, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Monte Cenon;46.1260302;11.5290937
mount_117;Samone;Strada forestale Regaise - Fagarolo, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Monte Cima;46.104282;11.5295959
mount_118;Pieve Tesino;Masgerom, Pieve Tesino, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Montalon;46.1909191;11.5060823
mount_119;Strigno;Sentiero della Memoria, Castel Ivano, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38050, Italia;Monte Tauro;46.1048433;11.5441162
mount_120;Telve;Forcella Pala del Becco, Strada Forestale Valpiana - Croce, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Pala del Becco;46.1815397;11.4794576
mount_121;Canazei;Via Ferrata dei Finanzieri, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;Monte Colac;46.4410262;11.782724
mount_122;Canal San Bovo;Sentiero per Busa Alta, Canal San Bovo, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Busa Alta;46.2498788;11.6096295
mount_123;Canazei;646, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38032, Italia;Sas Porcel;46.435281;11.7579329
mount_124;Canazei;Via ferrata delle trincee, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Mesolina;46.4650544;11.8869791
mount_125;Caldonazzo;Strada del Careta, Maso Giamai, Caldonazzo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38052, Italia;Tamazol;45.9708781;11.2592308
mount_126;Moena;Strada forestale Strada del Van, Moena, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38035, Italia;Piz Meda;46.3789381;11.690552
mount_127;Transacqua;Bedolé, Strada forestale Cosaipi, Transacqua, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38054, Italia;Bedolé;46.1837619;11.8029481
mount_128;Imer;Strada forestale Buscapiana, Ronchi, Imer, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima Redasega;46.1642942;11.7806541
mount_129;Bedollo;Strada di Malga Stramaiolo, Bedollo, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38043, Italia;Cima Pontara;46.1472075;11.3338857
mount_130;Telve;Baracca ricostruita Grande Guerra, Strada forestale Vatrighetta - Cagnon, Telve, Comunità Valsugana e Tesino, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Cima di Palù;46.143583;11.386078
mount_131;Fierozzo;Traccia per Prati Imperiali, Fierozzo - Vlarotz, Comunità Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia;Monte Gronlait;46.0928879;11.3588461
